dataset,subject_id,canonical_finger_position,harrisz_descriptors_a,harrisz_descriptors_b,sift_descriptors_a,sift_descriptors_b,harrisz_mutual_matches,sift_mutual_matches,harrisz_ransac_inputs,sift_ransac_inputs,harrisz_inliers,sift_inliers
sd300c,00001027,9,3000,3000,3000,3000,6,19,6,19,2,9
sd300c,00001027,10,3000,3000,3000,3000,7,11,7,11,2,5
sd300c,00001028,1,3000,3000,3000,3000,3,5,3,5,2,3
sd300c,00001028,2,3000,3000,2139,3001,1,4,1,4,0,2
sd300c,00001028,3,3000,3000,2812,3001,3,15,3,15,2,4
sd300c,00001028,4,3000,3000,1735,3000,2,8,2,8,0,3
sd300c,00001028,5,3000,3000,987,3000,3,6,3,6,2,3
sd300c,00001028,6,3000,3000,3001,3000,10,37,10,37,2,21
sd300c,00001028,7,3000,3000,3000,3001,4,9,4,9,2,6
sd300c,00001028,8,3000,3000,3000,3000,8,62,8,62,2,23
sd300c,00001028,9,3000,3000,3000,3000,5,25,5,25,2,11
sd300c,00001028,10,3000,3000,2896,3000,4,23,4,23,2,13
sd300c,00001029,1,3000,3000,3001,3000,5,5,5,5,2,3
sd300c,00001029,2,3000,3000,3000,3000,2,13,2,13,0,7
sd300c,00001029,3,3000,3000,3001,3001,6,20,6,20,2,8
sd300c,00001029,4,3000,3000,3000,3000,3,11,3,11,2,4
sd300c,00001029,5,3000,3000,785,3000,2,0,2,0,0,0
sd300c,00001029,6,3000,3000,3000,3001,5,3,5,3,2,2
sd300c,00001029,7,3000,3000,3000,3000,5,21,5,21,2,11
sd300c,00001029,8,3000,3000,3001,3000,7,9,7,9,2,5
sd300c,00001029,9,3000,3000,3000,3000,5,5,5,5,2,2
sd300c,00001029,10,3000,3000,3000,3001,4,5,4,5,2,2
sd300c,00001030,1,3000,3000,3001,3000,2,9,2,9,0,3
sd300c,00001030,2,3000,3000,3000,3000,4,8,4,8,2,4
sd300c,00001030,3,3000,3000,3001,3000,3,13,3,13,2,6
sd300c,00001030,4,3000,3000,3000,3000,3,17,3,17,2,8
sd300c,00001030,5,3000,3000,931,3000,4,1,4,1,2,0
sd300c,00001030,6,3000,3000,3000,3001,4,3,4,3,2,2
sd300c,00001030,7,3000,3000,3000,3000,6,11,6,11,2,4
sd300c,00001030,8,3000,3000,1743,3000,3,3,3,3,2,2
sd300c,00001030,9,3000,3000,3001,3000,2,5,2,5,0,4
sd300c,00001030,10,3000,3000,3000,3000,5,11,5,11,2,5
sd300c,00001031,1,3000,3000,3001,3000,6,153,6,153,2,56
sd300c,00001031,2,3000,3000,3000,3000,11,55,11,55,2,29
sd300c,00001031,3,3000,3000,3000,3000,5,21,5,21,2,11
sd300c,00001031,4,3000,3000,3000,3001,6,29,6,29,3,13
sd300c,00001031,5,3000,3000,3001,3000,4,19,4,19,2,9
sd300c,00001031,6,3000,3000,3000,3000,8,131,8,131,2,28
sd300c,00001031,7,3000,3000,3000,3000,6,104,6,104,2,38
sd300c,00001031,8,3000,3000,3000,3000,7,18,7,18,2,7
sd300c,00001031,9,3000,3000,3000,3000,6,11,6,11,2,6
sd300c,00001031,10,3000,3000,3000,3000,5,20,5,20,2,9
sd300c,00001032,1,3000,3000,3001,3000,9,1,9,1,2,0
sd300c,00001032,2,3000,3000,2981,3000,6,7,6,7,2,4
sd300c,00001032,3,3000,3000,3000,3000,7,7,7,7,2,4
sd300c,00001032,4,3000,3000,3000,3000,5,8,5,8,2,5
sd300c,00001032,5,3000,3000,3000,3000,4,22,4,22,2,11
sd300c,00001032,6,3000,3000,2961,3000,1,2,1,2,0,0
sd300c,00001032,7,3000,3000,2732,3000,2,10,2,10,0,7
sd300c,00001032,8,3000,3000,3000,3000,6,2,6,2,2,0
sd300c,00001032,9,3000,3000,3000,3001,4,6,4,6,2,2
sd300c,00001032,10,3000,3000,3000,3000,2,5,2,5,0,2
sd300c,00001033,1,3000,3000,3000,3000,3,10,3,10,2,2
sd300c,00001033,2,3000,3000,3000,3000,7,53,7,53,2,25
sd300c,00001033,3,3000,3000,3000,3000,5,53,5,53,2,25
sd300c,00001033,4,3000,3000,3000,3000,11,25,11,25,2,11
sd300c,00001033,5,3000,3000,2705,3000,7,9,7,9,2,3
sd300c,00001033,6,3000,3000,3002,3000,9,30,9,30,3,13
sd300c,00001033,7,3000,3000,3000,3001,4,20,4,20,2,7
sd300c,00001033,8,3000,3000,3000,3000,6,7,6,7,2,2
sd300c,00001033,9,3000,3000,3000,3000,3,10,3,10,2,3
sd300c,00001033,10,3000,3000,1965,3000,3,5,3,5,2,3
sd300c,00001034,1,3000,3000,3000,3000,7,8,7,8,2,4
sd300c,00001034,2,3000,3000,3000,3000,9,2,9,2,2,0
sd300c,00001034,3,3000,3000,3000,3000,1,6,1,6,0,2
sd300c,00001034,4,3000,3000,3000,3000,1,1,1,1,0,0
sd300c,00001034,5,3000,3000,3000,3000,1,2,1,2,0,0
sd300c,00001034,6,3000,3000,3000,3000,7,3,7,3,2,2
sd300c,00001034,7,3000,3000,3000,3000,4,1,4,1,2,0
sd300c,00001034,8,3000,3000,3001,3001,3,2,3,2,2,0
sd300c,00001034,9,3000,3000,3000,3000,7,3,7,3,2,2
sd300c,00001034,10,3000,3000,3000,3000,3,2,3,2,2,0
sd300c,00001035,1,3000,3000,3000,3000,10,27,10,27,2,13
sd300c,00001035,2,3000,3000,3000,3000,8,3,8,3,2,2
sd300c,00001035,3,3000,3000,3001,3000,9,8,9,8,2,2
sd300c,00001035,4,3000,3000,3001,3001,4,5,4,5,2,3
sd300c,00001035,5,3000,3000,3000,3000,6,3,6,3,2,2
sd300c,00001035,6,3000,3000,3000,3000,4,33,4,33,2,23
sd300c,00001035,7,3000,3000,3000,3001,6,17,6,17,2,6
sd300c,00001035,8,3000,3000,3000,3000,2,14,2,14,0,8
sd300c,00001035,9,3000,3000,3001,3000,3,2,3,2,2,0
sd300c,00001035,10,3000,3000,2669,3000,3,3,3,3,2,3
sd300c,00001036,1,3000,3000,3000,3002,1,15,1,15,0,6
sd300c,00001036,2,3000,3000,3000,3000,2,3,2,3,0,2
sd300c,00001036,3,3000,3000,3000,3000,4,3,4,3,2,2
sd300c,00001036,4,3000,3000,3000,3000,5,4,5,4,2,2
sd300c,00001036,5,3000,3000,2138,3000,3,0,3,0,2,0
sd300c,00001036,6,3000,3000,3000,3000,5,16,5,16,2,6
sd300c,00001036,7,3000,3000,3000,3000,2,1,2,1,0,0
sd300c,00001036,8,3000,3000,3000,3000,2,2,2,2,0,0
sd300c,00001036,9,3000,3000,3000,3000,4,2,4,2,2,0
sd300c,00001036,10,3000,3000,1703,3001,5,0,5,0,2,0
sd300c,00001037,1,3000,3000,3000,3000,7,12,7,12,2,5
sd300c,00001037,2,3000,3000,3000,3000,0,59,0,59,0,29
sd300c,00001037,3,3000,3000,3000,3000,5,11,5,11,2,5
sd300c,00001037,4,3000,3000,3000,3000,1,11,1,11,0,4
sd300c,00001037,5,3000,3000,3000,3001,6,42,6,42,2,14
sd300c,00001037,6,3000,3000,3000,3001,4,5,4,5,2,3
sd300c,00001037,7,3000,3000,3001,3000,3,11,3,11,2,5
sd300c,00001037,8,3000,3000,3000,3000,3,10,3,10,2,4
sd300c,00001037,9,3000,3000,3000,3000,7,14,7,14,2,7
sd300c,00001037,10,3000,3000,3001,3000,7,1,7,1,2,0
sd300c,00001038,1,3000,3000,3000,3000,7,5,7,5,2,2
sd300c,00001038,2,3000,3000,3000,3001,4,8,4,8,2,3
sd300c,00001038,3,3000,3000,3000,3001,3,2,3,2,2,0
sd300c,00001038,4,3000,3000,2982,3000,1,1,1,1,0,0
sd300c,00001038,5,3000,3000,1889,3000,5,5,5,5,2,3
sd300c,00001038,6,3000,3000,3000,3000,4,11,4,11,2,6
sd300c,00001038,7,3000,3000,3000,3000,6,2,6,2,2,0
sd300c,00001038,8,3000,3000,3000,3000,4,7,4,7,2,3
sd300c,00001038,9,3000,3000,3000,3000,6,0,6,0,2,0
sd300c,00001038,10,3000,3000,3000,3000,1,2,1,2,0,0
sd300c,00001039,1,3000,3000,3000,3000,7,16,7,16,2,7
sd300c,00001039,2,3000,3000,3000,3000,3,3,3,3,2,2
sd300c,00001039,3,3000,3000,3000,3001,2,17,2,17,0,9
sd300c,00001039,4,3000,3000,3000,3001,1,22,1,22,0,12
sd300c,00001039,5,3000,3000,3000,3000,2,6,2,6,0,4
sd300c,00001039,6,3000,3000,3000,3001,8,31,8,31,3,20
sd300c,00001039,7,3000,3000,2995,3000,3,5,3,5,2,3
sd300c,00001039,8,3000,3000,3000,3000,5,0,5,0,2,0
sd300c,00001039,9,3000,3000,3000,3000,4,6,4,6,2,5
sd300c,00001039,10,3000,3000,3001,3000,1,1,1,1,0,0
sd300c,00001040,1,3000,3000,3000,3000,3,4,3,4,2,2
sd300c,00001040,3,3000,3000,3000,3001,5,3,5,3,2,2
sd300c,00001040,4,3000,3000,1827,3001,3,2,3,2,2,0
sd300c,00001040,6,3000,3000,3000,3000,2,22,2,22,0,15
sd300c,00001040,7,3000,3000,2878,3000,2,2,2,2,0,0
sd300c,00001040,8,3000,3000,3000,3000,3,10,3,10,2,6
sd300c,00001040,9,3000,3000,2628,3000,0,8,0,8,0,4
sd300c,00001041,1,3000,3000,3000,3000,3,31,3,31,2,8
sd300c,00001041,2,3000,3000,3000,3000,3,41,3,41,2,27
sd300c,00001041,3,3000,3000,3000,3000,5,20,5,20,2,9
sd300c,00001041,4,3000,3000,3000,3001,7,10,7,10,2,4
sd300c,00001041,5,3000,3000,3000,3000,5,28,5,28,2,17
sd300c,00001041,6,3000,3000,3000,3000,1,7,1,7,0,4
sd300c,00001041,7,3000,3000,3000,3000,5,48,5,48,2,20
sd300c,00001041,8,3000,3000,3000,3001,2,7,2,7,0,5
sd300c,00001041,9,3000,3000,3000,3000,6,9,6,9,2,5
sd300c,00001041,10,3000,3000,2563,3000,3,1,3,1,2,0
sd300c,00001042,1,3000,3000,3000,3000,3,27,3,27,2,9
sd300c,00001042,2,3000,3000,3000,3000,0,13,0,13,0,6
sd300c,00001042,3,3000,3000,3000,3001,3,49,3,49,2,38
sd300c,00001042,4,3000,3000,2996,3000,2,5,2,5,0,3
sd300c,00001042,5,3000,3000,1386,3003,4,17,4,17,2,9
sd300c,00001042,6,3000,3000,3001,3000,3,43,3,43,2,34
sd300c,00001042,7,3000,3000,3000,3000,1,54,1,54,0,32
sd300c,00001042,8,3000,3000,3000,3000,10,84,10,84,2,50
sd300c,00001042,9,3000,3000,3000,3000,3,108,3,108,2,67
sd300c,00001042,10,3000,3000,924,3001,0,20,0,20,0,10
sd300c,00001043,1,3000,3000,3001,3001,11,21,11,21,2,5
sd300c,00001043,2,3000,3000,3000,3000,4,10,4,10,2,6
sd300c,00001043,3,3000,3000,3000,3000,1,15,1,15,0,9
sd300c,00001043,4,3000,3000,3000,3001,5,21,5,21,2,13
sd300c,00001043,5,3000,3000,3000,3001,4,4,4,4,2,3
sd300c,00001043,6,3000,3000,3000,3000,4,12,4,12,2,6
sd300c,00001043,7,3000,3000,3000,3000,6,12,6,12,2,5
sd300c,00001043,8,3000,3000,3000,3000,5,34,5,34,2,17
sd300c,00001043,9,3000,3000,3000,3000,4,11,4,11,2,5
sd300c,00001043,10,3000,3000,3000,3001,3,30,3,30,2,12
sd300c,00001044,1,3000,3000,3000,3000,6,19,6,19,3,13
sd300c,00001044,3,3000,3000,3000,3000,0,7,0,7,0,5
sd300c,00001044,4,3000,3000,2378,3000,2,12,2,12,0,5
sd300c,00001044,5,3000,3000,1233,3000,3,3,3,3,2,2
sd300c,00001044,6,3000,3000,3000,3001,4,20,4,20,2,4
sd300c,00001044,7,3000,3000,2306,3000,1,3,1,3,0,3
sd300c,00001044,8,3000,3000,3001,3000,0,6,0,6,0,4
sd300c,00001044,10,3000,3000,1445,3000,2,0,2,0,0,0
sd300c,00001045,1,3000,3000,3000,3000,5,18,5,18,2,10
sd300c,00001045,2,3000,3000,3001,3000,6,4,6,4,2,2
sd300c,00001045,3,3000,3000,3000,3001,3,4,3,4,2,2
sd300c,00001045,4,3000,3000,3000,3001,3,4,3,4,2,3
sd300c,00001045,5,3000,3000,1432,3000,3,1,3,1,2,0
sd300c,00001045,6,3000,3000,3000,3000,1,5,1,5,0,2
sd300c,00001045,7,3000,3000,3000,3000,5,13,5,13,2,5
sd300c,00001045,8,3000,3000,3000,3000,3,5,3,5,2,3
sd300c,00001045,9,3000,3000,3001,3000,2,7,2,7,0,3
sd300c,00001046,1,3000,3000,3000,3000,8,51,8,51,2,13
sd300c,00001046,2,3000,3000,3000,3000,5,9,5,9,2,3
sd300c,00001046,3,3000,3000,3000,3000,4,8,4,8,2,4
sd300c,00001046,4,3000,3000,3000,3000,7,2,7,2,2,0
sd300c,00001046,5,3000,3000,3000,3000,2,7,2,7,0,3
sd300c,00001046,6,3000,3000,3001,3000,6,11,6,11,2,3
sd300c,00001046,7,3000,3000,3000,3001,4,20,4,20,2,7
sd300c,00001046,8,3000,3000,3000,3000,6,9,6,9,2,6
sd300c,00001046,9,3000,3000,3000,3000,1,8,1,8,0,2
sd300c,00001046,10,3000,3000,3000,3000,7,12,7,12,2,5
sd300c,00001047,1,3000,3000,3000,3000,13,59,13,59,2,18
sd300c,00001047,3,3000,3000,3001,3000,7,8,7,8,2,4
sd300c,00001047,4,3000,3000,3000,3000,6,69,6,69,2,29
sd300c,00001047,5,3000,3000,3000,3000,3,3,3,3,2,2
sd300c,00001047,6,3000,3000,3000,3000,8,55,8,55,2,26
sd300c,00001047,7,3000,3000,3000,3000,1,15,1,15,0,9
sd300c,00001047,8,3000,3000,3001,3000,4,67,4,67,2,28
sd300c,00001047,9,3000,3000,3000,3001,4,34,4,34,2,15
sd300c,00001047,10,3000,3000,1344,3001,5,2,5,2,2,0
sd300c,00001048,1,3000,3000,3001,3000,6,23,6,23,2,8
sd300c,00001048,2,3000,3000,3000,3000,1,42,1,42,0,10
sd300c,00001048,3,3000,3000,3000,3001,3,17,3,17,2,8
sd300c,00001048,4,3000,3000,3001,3001,2,42,2,42,0,22
sd300c,00001048,5,3000,3000,847,3000,1,0,1,0,0,0
sd300c,00001048,6,3000,3000,3001,3001,5,16,5,16,2,6
sd300c,00001048,7,3000,3000,3002,3001,11,25,11,25,2,18
sd300c,00001048,8,3000,3000,3000,3000,8,25,8,25,2,12
sd300c,00001048,9,3000,3000,3000,3000,5,20,5,20,2,8
sd300c,00001048,10,3000,3000,3000,3000,2,1,2,1,0,0
sd300c,00001049,1,3000,3000,3000,3000,5,2,5,2,2,0
sd300c,00001049,2,3000,3000,3000,3000,1,2,1,2,0,0
sd300c,00001049,3,3000,3000,3000,3000,3,3,3,3,2,2
sd300c,00001049,4,3000,3000,3000,3001,5,1,5,1,2,0
sd300c,00001049,5,3000,3000,3000,3000,1,1,1,1,0,0
sd300c,00001049,6,3000,3000,3000,3000,5,2,5,2,2,0
sd300c,00001049,7,3000,3000,3000,3000,1,5,1,5,0,2
sd300c,00001049,8,3000,3000,3000,3000,2,2,2,2,0,0
sd300c,00001049,9,3000,3000,3000,3000,5,1,5,1,2,0
sd300c,00001049,10,3000,3000,3000,3000,2,1,2,1,0,0
sd300c,00001050,1,3000,3000,3000,3000,5,18,5,18,2,10
sd300c,00001050,2,3000,3000,2123,3000,0,0,0,0,0,0
sd300c,00001050,3,3000,3000,2026,3000,5,5,5,5,2,2
sd300c,00001050,4,3000,3000,1693,3000,4,2,4,2,2,0
sd300c,00001050,5,3000,3000,548,3000,0,2,0,2,0,0
sd300c,00001050,6,3000,3000,2600,3001,4,22,4,22,2,15
sd300c,00001051,1,3000,3000,3001,3000,7,16,7,16,4,11
sd300c,00001051,4,3000,3000,1992,3000,1,3,1,3,0,2
sd300c,00001051,5,3000,3000,1822,3000,0,1,0,1,0,0
sd300c,00001051,6,3000,3000,3000,3000,5,14,5,14,2,12
sd300c,00001051,7,3000,3000,3000,3000,2,4,2,4,0,2
sd300c,00001051,8,3000,3000,3001,3000,3,3,3,3,2,2
sd300c,00001051,9,3000,3000,3000,3002,4,6,4,6,2,2
sd300c,00001051,10,3000,3000,3000,3001,1,0,1,0,0,0
sd300c,00001052,1,3000,3000,3000,3000,5,7,5,7,2,3
